Class_ID, Name, Sample_Num, Flag, Gender
n004773, "Ki_Sung-yueng", 507, 1, m
n004774, "Kieran_Foran", 352, 1, m
n004775, "Kieren_Fallon", 247, 1, m
n004776, "Kieza", 279, 1, m
n004777, "Kiki_Bertens", 310, 1, f
n004778, "Kiko_Casilla", 275, 1, m
n004779, "Killer_Mike", 296, 1, m
n004780, "Kim__Xuan", 358, 1, f
n004781, "Kim_Cattrall", 464, 1, f
n004782, "Kim_Clijsters", 485, 1, f
n004783, "Kim_Dotcom", 331, 1, m
n004784, "Kim_Gevaert", 364, 1, f
n004785, "Kim_Ha-neul", 513, 1, f
n004786, "Kim_Hyo-jin", 381, 1, f
n004787, "Kim_Hyun-joo", 525, 1, f
n004788, "Kim_Hyun-joong", 251, 0, m
n004790, "Kim_Jae-wook", 372, 1, m
n004791, "Kim_Jeong-hoon", 405, 1, m
n004792, "Kim_Jong-dae", 399, 1, m
n004793, "Kim_Jong-un", 464, 0, m
n004794, "Kim_Jonghyun", 480, 1, m
n004796, "Kim_Jung-hwa", 247, 1, f
n004797, "Kim_Kang-woo", 405, 1, m
n004798, "Kim_Ki-duk", 222, 0, m
n004799, "Kim_Kulig", 359, 1, f
n004800, "Kim_Kyu-jong", 604, 1, m
n004801, "Kim_Kötter", 253, 0, f
n004802, "Kim_Matula", 421, 1, f
n004804, "Kim_Myung-min", 398, 1, m
n004805, "Kim_Myung-soon", 286, 1, m
n004806, "Kim_Ryeowook", 814, 1, m
n004807, "Kim_Sa-rang", 375, 1, f
n004808, "Kim_Seung-woo", 401, 1, m
n004809, "Kim_Shi-hoo", 405, 1, m
n004810, "Kim_So-yeon", 425, 1, f
n004812, "Kim_Tae-hoi", 372, 0, f
n004813, "Kim_Wilde", 541, 0, f
n004814, "Kim_You-sung", 268, 1, f
n004816, "Kim-Lian", 305, 1, f
n004817, "Kimberlee_Green", 209, 1, f
n004818, "Kimberley_Davies", 285, 1, f
n004819, "Kimberley_Locke", 365, 1, f
n004820, "Kimberley_Walsh", 609, 1, f
n004821, "Kimberly_Caldwell", 377, 1, f
n004822, "Kimberly_Guilfoyle", 387, 1, f
n004823, "Kimberly_Schlapman", 426, 1, f
n004824, "Kimbo_Slice", 294, 1, m
n004825, "Kimi_Räikkönen", 485, 1, m
n004826, "Kimora_Lee_Simmons", 576, 0, f
n004827, "Kina_Malpartida", 355, 1, f
n004828, "King_Kamali", 208, 1, m
n004829, "King_Khan", 412, 1, m
n004830, "Kinga_Preis", 482, 1, f
n004831, "Kinga_Rusin", 654, 1, f
n004832, "Kingone_Wang", 304, 1, m
n004833, "Kinky_Friedman", 247, 1, m
n004834, "Kinshuk_Mahajan", 419, 1, m
n004835, "Kiowa_Gordon", 455, 1, m
n004836, "Kipton_Cronkite", 204, 1, m
n004837, "Kiran_Chetry", 271, 1, f
n004838, "Kiran_Mazumdar-Shaw", 360, 1, f
n004839, "Kiran_Rathod", 302, 1, f
n004840, "Kirk_Acevedo", 315, 1, m
n004841, "Kirk_Franklin", 329, 1, m
n004842, "Kirk_Hinrich", 338, 1, m
n004843, "Kirron_Kher", 606, 1, f
n004844, "Kirsten_Dunst", 654, 1, f
n004845, "Kirsten_Prout", 284, 1, f
n004846, "Kirstie_Allsopp", 458, 1, f
n004847, "Kirsty_Gallacher", 375, 1, f
n004848, "Kirsty_Hume", 298, 1, f
n004849, "Kissie", 399, 1, f
n004850, "Klaas_Heufer-Umlauf", 457, 0, m
n004851, "Klaas-Jan_Huntelaar", 453, 1, m
n004852, "Klara_Koukalova", 292, 1, f
n004853, "Klaus_Kleinfeld", 220, 1, m
n004854, "Klaus_Töpfer", 352, 1, m
n004855, "Klaus_Wowereit", 340, 1, m
n004856, "Kledi_Kadiu", 300, 1, m
n004857, "Kliff_Kingsbury", 355, 1, m
n004858, "Klára_Issová", 338, 1, f
n004859, "Knut_Arild_Hareide", 468, 1, m
n004860, "Ko_Eun-ah", 259, 1, f
n004861, "Kobe_Bryant", 223, 1, m
n004862, "Koel_Mallick", 384, 1, f
n004863, "Koen_Verweij", 324, 1, f
n004864, "Koharu_Kusumi", 393, 1, f
n004865, "Koit_Toome", 269, 1, m
n004866, "Koke", 354, 1, m
n004867, "Kolbeinn_Sigþórsson", 314, 1, m
n004868, "Kolinda_Grabar-Kitarović", 488, 1, f
n004869, "Koncz_Zsuzsa", 342, 1, f
n004870, "Koni_Lui", 235, 1, f
n004871, "Konnie_Huq", 476, 1, f
n004872, "Konstantin_Wecker", 368, 1, m
n004873, "Konstantinos_Mitroglou", 317, 1, m
n004874, "Koo_Ja-Cheol", 393, 1, m
n004875, "Kosovare_Asllani", 322, 1, f
n004876, "Kostas_Martakis", 360, 1, m
n004877, "Kou_Shibasaki", 226, 1, f
n004878, "Kourtney_Kardashian", 481, 1, f
n004879, "Kratika_Sengar", 406, 1, f
n004880, "Kris_Allen", 414, 1, m
n004881, "Kris_Aquino", 492, 1, f
n004882, "Kris_Commons", 364, 1, m
n004883, "Kris_Dim", 215, 1, m
n004884, "Kris_Humphries", 442, 1, m
n004885, "Kris_Kristofferson", 377, 0, m
n004886, "Kris_Lemche", 206, 1, m
n004887, "Kris_Letang", 391, 1, m
n004888, "Kris_Peeters", 521, 1, m
n004889, "Krisdayanti", 557, 1, f
n004890, "Krista_Kosonen", 249, 1, f
n004891, "Krista_Lahteenmaki", 303, 0, f
n004892, "Krista_Voda", 137, 1, f
n004893, "Kristanna_Loken", 415, 1, f
n004894, "Kristen_Alderson", 432, 1, f
n004895, "Kristen_Dalton", 349, 1, f
n004896, "Kristen_Renton", 369, 1, f
n004897, "Krister_Henriksson", 361, 1, m
n004898, "Kristian_Luuk", 259, 0, m
n004899, "Kristiina_Ojuland", 289, 1, f
n004900, "Kristin_Bauer_van_Straten", 429, 1, f
n004901, "Kristin_Cavallari", 342, 1, f
n004902, "Kristin_Davis", 475, 1, f
n004903, "Kristin_Kaspersen", 375, 1, f
n004904, "Kristin_Kreuk", 490, 1, f
n004905, "Kristin_Scott_Thomas", 322, 0, f
n004906, "Kristina_Keneally", 360, 1, f
n004907, "Kristina_Mladenovic", 353, 1, f
n004908, "Kristina_Schröder", 491, 1, f
n004909, "Kristinia_DeBarge", 320, 1, f
n004910, "Kristoffer_Polaha", 309, 1, m
n004911, "Kristy_McNichol", 405, 0, m
n004912, "Kristýna_Leichtová", 280, 1, f
n004913, "Krysten_Ritter", 628, 1, f
n004914, "Krystle_Lina", 217, 1, f
n004915, "Krzysztof_Cugowski", 335, 0, m
n004916, "Krzysztof_Hołowczyc", 450, 1, m
n004917, "Krzysztof_Ignaczak", 355, 1, m
n004918, "Krzysztof_Mączyński", 310, 1, m
n004919, "Krzysztof_Rutkowski", 436, 1, m
n004921, "Ksenia_Pervak", 188, 1, f
n004922, "Ksenia_Sukhinova", 364, 1, f
n004923, "Ksenija_Pajčin", 222, 1, f
n004924, "Kseniya_Sobchak", 418, 1, f
n004925, "Kubrat_Pulev", 284, 0, m
n004926, "Kulraj_Randhawa", 343, 1, f
n004927, "Kumar_Sangakkara", 391, 1, m
n004928, "Kumi_Koda", 389, 1, f
n004929, "Kunal_Khemu", 430, 1, m
n004930, "Kurara_Chibana", 285, 1, f
n004931, "Kurt_Asle_Arvesen", 210, 1, m
n004932, "Kurt_Elling", 271, 1, m
n004933, "Kurtley_Beale", 411, 1, m
n004934, "Kurtwood_Smith", 305, 1, m
n004935, "Kwon_Sang-woo", 451, 1, m
n004936, "Kwon_Yuri", 680, 1, f
n004937, "Ky-Mani_Marley", 322, 1, m
n004938, "Kyla_Pratt", 446, 1, f
n004939, "Kyle_Beckerman", 323, 1, m
n004940, "Kyle_Chandler", 527, 1, m
n004941, "Kyle_Eastwood", 292, 1, m
n004942, "Kyle_Korver", 400, 1, m
n004943, "Kyle_Lowder", 345, 1, m
n004944, "Kyle_Lowry", 415, 1, m
n004945, "Kyle_Schmid", 334, 0, m
n004946, "Kyle_Turris", 244, 1, m
n004947, "Kyle_Walker", 379, 1, m
n004948, "Kyousuke_Hamao", 451, 1, m
n004949, "Kyra_Sedgwick", 541, 1, f
n004950, "Kyriakos_Papadopoulos", 333, 1, m
n004951, "Kıvanç_Tatlıtuğ", 465, 1, m
n004952, "L.A._Reid", 413, 1, m
n004953, "LWren_Scott", 423, 1, f
n004954, "La_Fouine", 335, 1, m
n004955, "La_Grande_Sophie", 218, 1, f
n004956, "La_Mona_Jiménez", 296, 1, m
n004957, "La_Toya_Jackson", 584, 1, f
n004958, "LaKisha_Jones", 212, 1, f
n004959, "LaMarcus_Aldridge", 451, 1, m
n004960, "LaShawn_Merritt", 360, 1, m
n004961, "Lacey_Schwimmer", 305, 1, f
n004962, "Lachlan_Buchanan", 319, 1, m
n004963, "Lady_Bunny", 393, 1, f
n004964, "Lady_Isabella_Hervey", 265, 1, f
n004965, "Lady_Victoria_Hervey", 373, 1, f
n004966, "Lajon_Witherspoon", 300, 1, m
n004967, "Lake_Bell", 444, 1, f
n004968, "Lakhdar_Brahimi", 401, 1, m
n004969, "Lakshmi_Gopalaswamy", 347, 1, f
n004970, "Lakshmi_Menon", 341, 1, f
n004971, "Lalah_Hathaway", 354, 1, f
n004972, "Lali_Espósito", 360, 1, f
n004973, "Lalu_Prasad_Yadav", 388, 1, m
n004974, "Lam_Trường", 230, 1, m
n004975, "Lamar_Alexander", 309, 1, m
n004976, "Lamar_Odom", 412, 1, m
n004977, "Lambert_Wilson", 418, 1, m
n004978, "Lana_Jurčević", 446, 1, f
n004979, "Lana_Parrilla", 503, 1, f
n004980, "Lance_Franklin", 399, 1, m
n004981, "Lance_Reddick", 341, 1, m
n004982, "Lane_Garrison", 311, 1, m
n004983, "Lansana_Kouyaté", 237, 1, m
n004984, "Lapo_Elkann", 533, 1, m
n004985, "Lara_Arruabarrena", 278, 1, m
n004986, "Lara_Dickenmann", 364, 1, f
n004987, "Lara_Fabian", 425, 1, f
n004988, "Lara_Flynn_Boyle", 495, 1, f
n004989, "Lara_Gut", 304, 1, f
n004990, "Larenz_Tate", 487, 1, m
n004991, "Larisa_Dolina", 346, 1, m
n004992, "Larissa_Marolt", 504, 1, f
n004993, "Larry_Birkhead", 386, 1, m
n004994, "Larry_David", 470, 1, m
n004995, "Larry_Holmes", 282, 1, m
n004996, "Larry_the_Cable_Guy", 360, 1, m
n004997, "Lars_Eidinger", 345, 1, m
n004998, "Lars_Løkke_Rasmussen", 477, 1, m
n004999, "Lars_Ricken", 285, 0, m
n005000, "Lars_Riedel", 278, 1, m
n005001, "Lasith_Malinga", 426, 1, m
n005002, "Laura_Bertram", 224, 1, f
n005003, "Laura_Chiatti", 492, 1, f
n005004, "Laura_Codruța_Kövesi", 320, 1, f
n005005, "Laura_Cosoi", 441, 1, f
n005006, "Laura_Croft", 237, 1, f
n005007, "Laura_Harring", 454, 1, f
n005008, "Laura_Kirkpatrick", 217, 1, f
n005009, "Laura_Linney", 440, 1, f
n005010, "Laura_Osnes", 505, 1, f
n005011, "Laura_Robson", 487, 1, f
n005012, "Laura_Smet", 379, 1, f
n005013, "Laura_Tobin", 420, 1, f
n005014, "Laura_Vandervoort", 505, 1, f
n005015, "Laura_Whitmore", 647, 1, f
n005016, "Laure_Manaudou", 376, 1, f
n005017, "Lauren_Bush", 514, 1, f
n005018, "Lauren_Conrad", 676, 1, f
n005019, "Lauren_Gottlieb", 469, 1, f
n005020, "Lauren_Holly", 348, 1, f
n005021, "Lauren_Koslow", 373, 1, f
n005022, "Lauren_Pope", 577, 1, f
n005023, "Lauren_Santo_Domingo", 264, 1, f
n005024, "Lauren_Vélez", 392, 1, f
n005025, "Lauren_Young", 305, 1, f
n005026, "Laurence_Fishburne", 439, 1, m
n005027, "Laurence_Fox", 351, 1, m
n005028, "Laurence_Leboeuf", 302, 1, f
n005029, "Laurence_Llewelyn-Bowen", 354, 1, m
n005030, "Laurence_Parisot", 424, 1, m
n005031, "Laurent_Blanc", 449, 1, m
n005032, "Laurent_Ciman", 299, 1, m
n005033, "Laurent_Delahousse", 269, 1, m
n005034, "Laurent_Gerra", 404, 1, m
n005035, "Laurent_Jalabert", 304, 1, m
n005036, "Laurent_Koscielny", 426, 1, m
n005037, "Laurent_Ruquier", 332, 1, m
n005038, "Laurent_Wauquiez", 310, 1, m
n005039, "Laurie_Anderson", 349, 1, f
n005040, "Laurie_David", 207, 1, f
n005041, "Laurie_Dhue", 191, 1, f
n005042, "Lauris_Reiniks", 323, 1, m
n005043, "Laury_Thilleman", 367, 1, f
n005044, "Lavinia_Longhi", 197, 1, f
n005045, "Lavínia_Vlasak", 363, 1, f
n005046, "Lawrence_Bender", 374, 1, m
n005047, "Lawrence_Gonzi", 371, 1, m
n005048, "Lawrence_Lessig", 294, 1, m
n005050, "Layne_Staley", 370, 1, m
n005051, "Lazaro_Hernandez", 227, 1, m
n005052, "Laár_András", 314, 1, m
n005053, "LeAnn_Rimes", 539, 1, f
n005054, "LeBron_James", 408, 1, m
n005055, "Lea_DeLaria", 382, 1, m
n005056, "Leah_Remini", 408, 1, f
n005057, "Leander_Paes", 483, 1, m
n005058, "Leandro_Damião", 399, 1, m
n005059, "Leanne_Wood", 393, 1, f
n005060, "Lee_Ann_Womack", 392, 1, f
n005061, "Lee_Brice", 308, 1, m
n005062, "Lee_Cattermole", 354, 1, m
n005063, "Lee_Chae-young", 248, 1, f
n005064, "Lee_Chung-yong", 335, 1, m
n005065, "Lee_DeWyze", 397, 1, m
n005066, "Lee_Dong-gun", 370, 1, m
n005067, "Lee_Ha-nui", 385, 1, f
n005069, "Lee_Ji-ah", 418, 1, f
n005070, "Lee_Joon-gi", 326, 1, m
n005071, "Lee_Jung-jae", 324, 1, m
n005072, "Lee_Jung-jin", 357, 1, m
n005073, "Lee_Jong-suk", 314, 0, m
n005074, "Lee_McCulloch", 365, 1, m
n005075, "Lee_Mead", 383, 1, m
n005076, "Lee_Mi-sook", 348, 1, f
n005077, "Lee_Min-jung", 299, 1, f
n005078, "Lee_Myung-bak", 447, 1, m
n005079, "Lee_Sang-Woo", 370, 1, m
n005080, "Lee_Sun-yeol", 579, 1, m
n005081, "Lee_Westwood", 457, 1, m
n005082, "Lee_Yeon-hee", 535, 1, f
n005083, "Lee_Yo-won", 302, 1, f
n005084, "Lee_Yong-dae", 441, 1, m
n005085, "Lee_Yoon-ji", 464, 1, f
n005086, "Lee_Young-ae", 530, 1, f
n005087, "Leeann_Tweeden", 418, 1, f
n005088, "Leena_Chandavarkar", 252, 0, f
n005089, "Leeteuk", 696, 1, m
n005090, "Leeza_Gibbons", 376, 1, f
n005091, "Leif_Ove_Andsnes", 233, 1, m
n005092, "Leigh_Griffiths", 433, 1, m
n005093, "Leigh-Allyn_Baker", 301, 1, f
n005094, "Leighton_Baines", 473, 1, m
n005095, "Leila_Lopes", 450, 1, f
n005096, "Leisha_Hailey", 335, 1, f
n005097, "Lekha_Washington", 304, 1, f
n005098, "Lela_Rochon", 384, 1, f
n005099, "Lemmy", 308, 1, m
n005100, "Len_McCluskey", 269, 1, m
n005101, "Len_Wiseman", 431, 0, m
n005102, "Lena_Adelsohn_Liljeroth", 349, 1, f
n005103, "Lena_Meyer-Landrut", 488, 1, f
n005104, "Lena_Olin", 401, 0, f
n005105, "Lenda_Murray", 324, 1, f
n005106, "Lene_Espersen", 363, 1, f
n005107, "Lene_Marlin", 281, 1, f
n005108, "Lene_Mykjåland", 231, 1, f
n005109, "Lenka_Dusilová", 264, 1, m
n005110, "Lennox_Lewis", 418, 1, m
n005111, "Lenny_Hayes", 266, 1, m
n005112, "Lenny_Henry", 419, 0, m
n005113, "Leo_Komarov", 287, 1, m
n005114, "Leo_Sayer", 315, 0, m
n005115, "Leo_Varadkar", 517, 1, m
n005116, "Leon_Lai", 407, 1, m
n005117, "Leon_Osman", 319, 1, m
n005118, "Leona_Aglukkaq", 246, 1, f
n005119, "Leona_Cavalli", 403, 1, f
n005120, "Leonard_Cohen", 344, 0, m
n005121, "Leonard_Doroftei", 361, 1, m
n005122, "Leonard_Lansink", 358, 0, m
n005123, "Leonardo_DiCaprio", 339, 0, m
n005124, "Leonardo_Sbaraglia", 525, 1, m
n005125, "Leonor,_Princess_of_Asturias", 650, 1, f
n005126, "Leonora_Balcarce", 367, 1, f
n005127, "Leonora_Jakupi", 324, 1, f
n005128, "Leontien_van_Moorsel", 328, 1, f
n005129, "Leoš_Mareš", 519, 1, m
n005130, "Les_Dennis", 395, 1, m
n005131, "Les_Ferdinand", 293, 1, m
n005132, "Les_Miles", 364, 1, m
n005133, "Lesley_Garrett", 352, 1, f
n005134, "Lesli_Kay", 373, 1, f
n005135, "Leslie_Mandoki", 392, 0, m
n005136, "Leslie_Moonves", 396, 0, m
n005137, "Lesly_Masson", 173, 0, f
n005138, "Leszek_Balcerowicz", 462, 1, m
n005139, "Leszek_Lichota", 375, 1, m
n005140, "Leticia_Van_de_Putte", 335, 1, f
n005141, "Letícia_Birkheuer", 419, 1, f
n005142, "Letícia_Sabatella", 519, 1, f
n005143, "Levan_Kenia", 108, 1, m
n005144, "Levan_Kobiashvili", 214, 1, m
n005145, "Levona_Lewis", 168, 0, f
n005146, "Lewis_Black", 273, 1, m
n005147, "Lewis_Holtby", 438, 1, m
n005148, "Lewis_Jetta", 248, 0, m
n005149, "Lewis_Moody", 391, 1, m
n005150, "Lexa_Doig", 289, 1, f
n005151, "Lexi_Ainsworth", 373, 1, f
n005152, "Leymah_Gbowee", 339, 1, f
n005153, "Leïla_Bekhti", 475, 1, f
n005157, "Li_Xiaoxia", 233, 0, f
n005158, "Liam_McIntyre", 371, 1, m
n005159, "Liam_Neeson", 527, 0, m
n005160, "Liana_Mendoza", 230, 1, f
n005161, "Liane_Foly", 285, 1, f
n005162, "Lidia_Kopania", 463, 1, f
n005163, "Lien_Van_De_Kelder", 273, 1, f
n005164, "Liev_Schreiber", 580, 1, m
n005165, "Ligia_Petit", 197, 1, f
n005166, "Lil_Flip", 209, 1, m
n005167, "Lil_Kim", 536, 1, f
n005168, "Lili_Estefan", 452, 1, f
n005169, "Lilia_Kopylova", 346, 1, f
n005170, "Lilian_Garcia", 366, 1, f
n005171, "Lilian_Thuram", 216, 1, m
n005172, "Lillete_Dubey", 330, 1, f
n005173, "Lilli_Gruber", 333, 1, f
n005174, "Lilli_Schwarzkopf", 206, 1, f
n005175, "Lily_Aldridge", 649, 1, f
n005176, "Lily_Donaldson", 620, 1, f
n005177, "Lim_Guan_Eng", 215, 1, m
n005178, "Lim_Kit_Siang", 347, 1, m
n005179, "Lin_Dan", 469, 0, m
n005180, "Linda_Evangelista", 589, 1, m
n005181, "Linda_Hogan", 397, 0, f
n005182, "Linda_Lindorff", 293, 1, f
n005183, "Linda_Sembrant", 260, 1, f
n005184, "Linda_Sundblad", 250, 1, f
n005185, "Lindiwe_Mazibuko", 255, 1, f
n005186, "Lindsay_Pulsipher", 327, 1, f
n005187, "Lindsay_Whalen", 321, 1, f
n005188, "Lindsey_Buckingham", 391, 0, m
n005189, "Lindsey_McKeon", 290, 1, f
n005190, "Lindsey_Shaw", 425, 1, f
n005191, "Lindsey_Wixson", 606, 1, f
n005192, "Line_Verndal", 162, 1, f
n005193, "Lino_Červar", 115, 1, m
n005194, "Linsey_Godfrey", 325, 1, f
n005195, "Linus_Gerdemann", 311, 1, m
n005196, "Linus_Roache", 417, 1, m
n005197, "Lionel_Jospin", 401, 1, m
n005198, "Lisa_Ann_Walter", 424, 1, f
n005199, "Lisa_Fitz", 271, 1, f
n005200, "Lisa_Foiles", 409, 1, f
n005201, "Lisa_Hanna", 274, 1, f
n005202, "Lisa_Lampanelli", 443, 1, f
n005203, "Lisa_Leslie", 342, 1, f
n005204, "Lisa_Ling", 427, 1, f
n005205, "Lisa_LoCicero", 388, 1, f
n005206, "Lisa_Marie_Presley", 516, 1, f
n005207, "Lisa_Maxwell", 364, 1, f
n005208, "Lisa_Murkowski", 373, 1, f
n005209, "Lisa_Opie", 218, 1, f
n005210, "Lisa_Origliasso", 369, 1, f
n005211, "Lisa_Raitt", 318, 1, f
n005212, "Lisa_Stansfield", 395, 1, f
n005213, "Lisalla_Montenegro", 406, 1, f
n005214, "Little_Freddie_King", 177, 1, m
n005215, "Litzy", 305, 1, f
n005216, "Liu_Yan", 323, 1, f
n005217, "Liv_Boeree", 380, 1, f
n005218, "Liv_Kristine", 343, 1, f
n005219, "Liv_Tyler", 591, 1, f
n005220, "Livinia_Nixon", 215, 1, f
n005221, "Liviu_Dragnea", 393, 1, m
n005222, "Liz_Fuller", 365, 1, f
n005223, "Liz_Goldwyn", 430, 1, f
n005224, "Liz_Phair", 287, 1, f
n005225, "Liza_Huber", 241, 0, f
n005226, "Liza_Minnelli", 489, 0, f
n005227, "Lleyton_Hewitt", 526, 1, m
n005228, "Lluís_Homar", 438, 1, m
n005229, "Lluís_Llach", 332, 1, m
n005230, "Logan_Browning", 359, 1, f
n005231, "Lola_Herrera", 333, 1, f
n005232, "Lola_Marceli", 286, 1, f
n005233, "Lolita_Davidovich", 279, 0, f
n005234, "Loni_Love", 381, 1, f
n005235, "Lonneke_Engel", 349, 1, f
n005236, "Loredana_Bertè", 342, 1, f
n005237, "Loredana_Errore", 235, 1, f
n005238, "Loredana_Lecciso", 350, 1, f
n005239, "Lorella_Cuccarini", 385, 1, f
n005240, "Loren_Legarda", 466, 1, f
n005241, "Lorenzo_Borghese", 232, 1, m
n005242, "Lorenzo_Insigne", 375, 1, m
n005243, "Lorenzo_Silva", 261, 1, m
n005244, "Loretta_Goggi", 322, 1, f
n005245, "Lorik_Cana", 329, 1, m
n005246, "Lorna_Fitzgerald", 320, 1, f
n005247, "Lorna_Tolentino", 349, 1, f
n005248, "Lorne_Michaels", 318, 1, m
n005249, "Lorraine_Kelly", 619, 1, f
n005250, "Lorraine_Pascale", 339, 1, f
n005251, "Lorraine_Toussaint", 424, 1, f
n005252, "Lorrie_Morgan", 328, 1, f
n005253, "Lotta_Engberg", 391, 1, f
n005254, "Lotta_Schelin", 452, 1, f
n005255, "Lou_Dobbs", 282, 1, m
n005256, "Lou_Holtz", 231, 1, m
n005257, "Lou_Lamoriello", 293, 1, m
n005258, "Lou_Lesage", 285, 1, f
n005259, "Louie_Anderson", 341, 1, m
n005260, "Louie_Gohmert", 305, 1, m
n005261, "Louie_McCarthy-Scarsbrook", 220, 1, m
n005262, "Louie_Spence", 491, 1, m
n005263, "Louis_Gallois", 405, 1, m
n005264, "Louis_Garrel", 420, 1, m
n005265, "Louis_Gossett_Jr.", 343, 1, m
n005266, "Louis_Koo", 515, 1, m
n005267, "Louis_Saha", 278, 1, m
n005268, "Louis_Van_Amstel", 322, 1, m
n005269, "Louis_Walsh", 529, 1, m
n005270, "Louis_van_Gaal", 476, 1, m
n005271, "Louis-José_Houde", 299, 1, m
n005272, "Louisa_Krause", 303, 1, f
n005273, "Louise_Glover", 361, 1, f
n005274, "Louise_Hoffsten", 283, 1, f
n005275, "Louise_Minchin", 386, 1, f
n005276, "Louise_Monot", 280, 1, f
n005277, "Louise_Redknapp", 517, 1, f
n005278, "Lovasi_András", 309, 1, m
n005279, "Lovi_Poe", 522, 1, f
n005280, "Low_Ki", 206, 0, m
n005281, "Loïck_Peyron", 264, 1, m
n005282, "Lu_Parker", 250, 0, f
n005283, "LuAnn_de_Lesseps", 534, 1, f
n005284, "Luana_Piovani", 302, 1, f
n005285, "Lubomír_Zaorálek", 463, 1, m
n005286, "Luc_Alphand", 239, 1, m
n005287, "Luc_Chatel", 416, 1, m
n005288, "Luc_Ferry", 325, 1, m
n005289, "Luc_Robitaille", 370, 1, m
n005290, "Luca_Argentero", 491, 1, m
n005291, "Luca_Calvani", 337, 1, m
n005292, "Luca_Cordero_di_Montezemolo", 593, 1, m
n005293, "Luca_Marin", 277, 1, m
n005294, "Luca_Parmitano", 270, 0, m
n005295, "Luca_Toni", 425, 1, m
n005296, "Lucas_Alcaraz", 320, 1, m
n005297, "Lucas_Barrios", 398, 1, m
n005298, "Lucas_Biglia", 354, 1, m
n005299, "Lucas_Leiva", 400, 1, m
n005300, "Lucas_Neill", 390, 1, m
n005301, "Lucia_Šoralová", 266, 0, f
n005302, "Luciana_Aymar", 372, 1, f
n005303, "Luciana_Barroso", 468, 0, f
n005304, "Luciana_Curtis", 274, 1, f
n005305, "Luciana_Littizzetto", 571, 1, f
n005306, "Luciana_Paluzzi", 256, 0, f
n005307, "Luciana_Salazar", 443, 1, f
n005308, "Luciano_Burti", 146, 1, m
n005309, "Luciano_Huck", 333, 1, m
n005310, "Luciano_Pereyra", 360, 1, m
n005311, "Luciano_Spalletti", 425, 1, m
n005312, "Lucie_Bílá", 564, 0, f
n005313, "Lucie_Hradecká", 403, 1, f
n005314, "Lucie_Jones", 407, 1, f
n005315, "Lucie_Silvas", 235, 1, f
n005316, "Lucien_Favre", 442, 0, m
n005317, "Lucinha_Lins", 285, 1, f
n005318, "Lucy_Watson", 588, 1, f
n005319, "Lucía_Méndez", 479, 0, f
n005320, "Ludovic_Obraniak", 419, 1, m
n005321, "Ludvig_Rensfeldt", 239, 1, m
n005322, "Luigi_Lo_Cascio", 359, 1, m
n005323, "Luigi_de_Magistris", 493, 1, m
n005324, "Luis_Advíncula", 272, 1, m
n005325, "Luis_Aragonés", 301, 1, m
n005326, "Luis_Armando_Reynoso", 133, 0, m
n005327, "Luis_Enrique", 300, 1, m
n005328, "Luis_Ernesto_Franco", 208, 0, m
n005329, "Luis_Ernesto_Michel", 219, 1, m
n005330, "Luis_Fernando_Suárez", 412, 1, m
n005331, "Luis_Manzano", 341, 1, m
n005332, "Luis_Piedrahita", 276, 1, m
n005333, "Luis_Scola", 374, 1, m
n005334, "Luis_Suárez", 614, 0, m
n005335, "Luis_Tosar", 503, 1, m
n005336, "Luis_Zubeldía", 332, 1, m
n005337, "Luisa_María_Calderón", 392, 1, f
n005338, "Luisana_Lopilato", 585, 1, f
n005339, "Luiz_Adriano", 336, 1, m
n005340, "Luiz_Inácio_Lula_da_Silva", 485, 0, m
n005341, "Luka_Modrić", 470, 1, m
n005342, "Luka_Šulić", 484, 1, m
n005343, "Lukas_Podolski", 510, 1, m
n005344, "Luke_Beveridge", 147, 1, m
n005345, "Luke_Bryan", 475, 1, m
n005346, "Luke_Donald", 394, 1, m
n005347, "Luke_Hemsworth", 422, 0, m
n005348, "Luke_Hodge", 372, 1, m
n005349, "Luke_Pasqualino", 398, 1, m
n005350, "Luke_Shaw", 372, 1, m
n005351, "Luke_Varney", 197, 1, m
n005352, "Luke_Wilkshire", 228, 1, m
n005353, "Lukman_Sardi", 314, 1, m
n005354, "Lukáš_Konečný", 173, 1, m
n005355, "Lulu_Santos", 318, 1, m
n005356, "Lulzim_Basha", 394, 1, m
n005357, "Luol_Deng", 334, 1, m
n005358, "Lupita_Jones", 341, 1, f
n005359, "Lute_Olson", 202, 0, m
n005360, "Luther_Vandross", 322, 1, m
n005361, "Luz_Cipriota", 342, 1, f
n005362, "Luís_Figo", 452, 1, m
n005363, "Luís_Filipe_Vieira", 329, 1, m
n005364, "Luíza_Brunet", 519, 1, f
n005365, "Ly_Jonaitis", 249, 1, f
n005366, "Lydia_Bosch", 386, 1, f
n005367, "Lynda_Bellingham", 399, 1, f
n005368, "Lynda_Lemay", 281, 1, f
n005369, "Lyndsy_Fonseca", 419, 1, f
n005370, "Lynn_Chen", 248, 1, f
n005371, "Lynn_Whitfield", 414, 1, f
n005372, "Lynne_Koplitz", 247, 1, f
n005373, "Lynsey_de_Paul", 275, 0, f
n005374, "Lyoto_Machida", 275, 1, m
n005375, "Lzzy_Hale", 388, 1, f
n005376, "Lázaro_Ramos", 431, 1, m
n005377, "Lê_Quang_Liêm", 271, 0, m
n005378, "Lương_Bích_Hữu", 443, 1, f
